Description,Year,Population,Count or Estimate,State or County Release
"Dinwiddie County, VA",2020,28688,Estimate,County
"Essex County, VA",2015,11091,Estimate,County
"Essex County, VA",2016,11073,Estimate,County
"Essex County, VA",2017,10960,Estimate,County
"Essex County, VA",2018,10889,Estimate,County
"Essex County, VA",2019,10936,Estimate,County
"Essex County, VA",2020,10943,Estimate,County
"Fairfax County, VA",2015,1141040,Estimate,County
"Fairfax County, VA",2016,1144957,Estimate,County
"Fairfax County, VA",2017,1149346,Estimate,County
"Fairfax County, VA",2018,1149688,Estimate,County
"Fairfax County, VA",2019,1152359,Estimate,County
"Fairfax County, VA",2020,1150847,Estimate,County
"Fauquier County, VA",2015,68449,Estimate,County
"Fauquier County, VA",2016,68831,Estimate,County
"Fauquier County, VA",2017,69555,Estimate,County
"Fauquier County, VA",2018,70722,Estimate,County
"Fauquier County, VA",2019,71297,Estimate,County
"Fauquier County, VA",2020,71361,Estimate,County
"Floyd County, VA",2015,15565,Estimate,County
"Floyd County, VA",2016,15685,Estimate,County
"Floyd County, VA",2017,15783,Estimate,County
"Floyd County, VA",2018,15788,Estimate,County
"Floyd County, VA",2019,15796,Estimate,County
"Floyd County, VA",2020,15777,Estimate,County
"Fluvanna County, VA",2015,26144,Estimate,County
"Fluvanna County, VA",2016,26227,Estimate,County
"Fluvanna County, VA",2017,26517,Estimate,County
"Fluvanna County, VA",2018,26931,Estimate,County
"Fluvanna County, VA",2019,27266,Estimate,County
"Fluvanna County, VA",2020,27422,Estimate,County
"Franklin County, VA",2015,56234,Estimate,County
"Franklin County, VA",2016,56167,Estimate,County
"Franklin County, VA",2017,56341,Estimate,County
"Franklin County, VA",2018,56297,Estimate,County
"Franklin County, VA",2019,56185,Estimate,County
"Franklin County, VA",2020,56167,Estimate,County
"Frederick County, VA",2015,83525,Estimate,County
"Frederick County, VA",2016,84722,Estimate,County
"Frederick County, VA",2017,86568,Estimate,County
"Frederick County, VA",2018,88378,Estimate,County
"Frederick County, VA",2019,89483,Estimate,County
"Frederick County, VA",2020,91119,Estimate,County
"Giles County, VA",2015,16768,Estimate,County
"Giles County, VA",2016,16855,Estimate,County
"Giles County, VA",2017,16759,Estimate,County
"Giles County, VA",2018,16829,Estimate,County
"Giles County, VA",2019,16693,Estimate,County
"Giles County, VA",2020,16663,Estimate,County
"Gloucester County, VA",2015,37032,Estimate,County
"Gloucester County, VA",2016,37121,Estimate,County
"Gloucester County, VA",2017,37332,Estimate,County
"Gloucester County, VA",2018,37398,Estimate,County
"Gloucester County, VA",2019,37499,Estimate,County
"Gloucester County, VA",2020,37459,Estimate,County
"Goochland County, VA",2015,22344,Estimate,County
"Goochland County, VA",2016,22665,Estimate,County
"Goochland County, VA",2017,22893,Estimate,County
"Goochland County, VA",2018,23423,Estimate,County
"Goochland County, VA",2019,23949,Estimate,County
"Goochland County, VA",2020,24431,Estimate,County
"Grayson County, VA",2015,15960,Estimate,County
"Grayson County, VA",2016,15870,Estimate,County
"Grayson County, VA",2017,15699,Estimate,County
"Grayson County, VA",2018,15621,Estimate,County
"Grayson County, VA",2019,15574,Estimate,County
"Grayson County, VA",2020,15493,Estimate,County
"Greene County, VA",2015,19205,Estimate,County
"Greene County, VA",2016,19313,Estimate,County
"Greene County, VA",2017,19608,Estimate,County
"Greene County, VA",2018,19719,Estimate,County
"Greene County, VA",2019,19901,Estimate,County
"Greene County, VA",2020,20131,Estimate,County
"Greensville County, VA",2015,11792,Estimate,County
"Greensville County, VA",2016,11515,Estimate,County
"Greensville County, VA",2017,11552,Estimate,County
"Greensville County, VA",2018,11380,Estimate,County
"Greensville County, VA",2019,11289,Estimate,County
"Greensville County, VA",2020,11280,Estimate,County
"Halifax County, VA",2015,35104,Estimate,County
"Halifax County, VA",2016,35003,Estimate,County
"Halifax County, VA",2017,34592,Estimate,County
"Halifax County, VA",2018,34212,Estimate,County
"Halifax County, VA",2019,34035,Estimate,County
"Halifax County, VA",2020,33633,Estimate,County
"Hanover County, VA",2015,103095,Estimate,County
"Hanover County, VA",2016,104345,Estimate,County
"Hanover County, VA",2017,105729,Estimate,County
"Hanover County, VA",2018,106821,Estimate,County
"Hanover County, VA",2019,107535,Estimate,County
"Hanover County, VA",2020,108262,Estimate,County
"Henrico County, VA",2015,324424,Estimate,County
"Henrico County, VA",2016,326178,Estimate,County
"Henrico County, VA",2017,328008,Estimate,County
"Henrico County, VA",2018,329917,Estimate,County
"Henrico County, VA",2019,332513,Estimate,County
"Henrico County, VA",2020,333766,Estimate,County
"Henry County, VA",2015,51944,Estimate,County
"Henry County, VA",2016,51654,Estimate,County
"Henry County, VA",2017,51370,Estimate,County
"Henry County, VA",2018,51101,Estimate,County
"Henry County, VA",2019,50724,Estimate,County
"Henry County, VA",2020,50309,Estimate,County
"Highland County, VA",2015,2196,Estimate,County
"Highland County, VA",2016,2213,Estimate,County
"Highland County, VA",2017,2215,Estimate,County
"Highland County, VA",2018,2206,Estimate,County
"Highland County, VA",2019,2176,Estimate,County
"Highland County, VA",2020,2200,Estimate,County
"Isle of Wight County, VA",2015,36185,Estimate,County
"Isle of Wight County, VA",2016,36450,Estimate,County
"Isle of Wight County, VA",2017,36758,Estimate,County
"Isle of Wight County, VA",2018,37203,Estimate,County
"Isle of Wight County, VA",2019,37400,Estimate,County
"Isle of Wight County, VA",2020,37725,Estimate,County
"James City County, VA",2015,72920,Estimate,County
"James City County, VA",2016,74075,Estimate,County
"James City County, VA",2017,75429,Estimate,County
"James City County, VA",2018,76206,Estimate,County
"James City County, VA",2019,76838,Estimate,County
"James City County, VA",2020,77612,Estimate,County
"King and Queen County, VA",2015,7089,Estimate,County
"King and Queen County, VA",2016,7059,Estimate,County
"King and Queen County, VA",2017,7010,Estimate,County
"King and Queen County, VA",2018,7033,Estimate,County
"King and Queen County, VA",2019,7011,Estimate,County
"King and Queen County, VA",2020,6942,Estimate,County
"King George County, VA",2015,25442,Estimate,County
"King George County, VA",2016,25982,Estimate,County
"King George County, VA",2017,26379,Estimate,County
"King George County, VA",2018,26673,Estimate,County
"King George County, VA",2019,26981,Estimate,County
"King George County, VA",2020,27381,Estimate,County
"King William County, VA",2015,16287,Estimate,County
"King William County, VA",2016,16416,Estimate,County
"King William County, VA",2017,16706,Estimate,County
"King William County, VA",2018,16962,Estimate,County
"King William County, VA",2019,17198,Estimate,County
"King William County, VA",2020,17641,Estimate,County
"Lancaster County, VA",2015,10828,Estimate,County
"Lancaster County, VA",2016,10776,Estimate,County
"Lancaster County, VA",2017,10724,Estimate,County
"Lancaster County, VA",2018,10692,Estimate,County
"Lancaster County, VA",2019,10619,Estimate,County
"Lancaster County, VA",2020,10618,Estimate,County
"Lee County, VA",2015,24624,Estimate,County
"Lee County, VA",2016,24198,Estimate,County
"Lee County, VA",2017,23934,Estimate,County
"Lee County, VA",2018,23703,Estimate,County
"Lee County, VA",2019,23540,Estimate,County
"Lee County, VA",2020,23238,Estimate,County
"Loudoun County, VA",2015,374176,Estimate,County
"Loudoun County, VA",2016,385750,Estimate,County
"Loudoun County, VA",2017,397192,Estimate,County
"Loudoun County, VA",2018,405964,Estimate,County
"Loudoun County, VA",2019,414872,Estimate,County
"Loudoun County, VA",2020,422784,Estimate,County
"Louisa County, VA",2015,34475,Estimate,County
"Louisa County, VA",2016,35202,Estimate,County
"Louisa County, VA",2017,35803,Estimate,County
"Louisa County, VA",2018,36656,Estimate,County
"Louisa County, VA",2019,37477,Estimate,County
"Louisa County, VA",2020,38132,Estimate,County
"Lunenburg County, VA",2015,12348,Estimate,County
"Lunenburg County, VA",2016,12340,Estimate,County
"Lunenburg County, VA",2017,12353,Estimate,County
"Lunenburg County, VA",2018,12257,Estimate,County
"Lunenburg County, VA",2019,12251,Estimate,County
"Lunenburg County, VA",2020,12267,Estimate,County
"Madison County, VA",2015,13054,Estimate,County
"Madison County, VA",2016,13097,Estimate,County
"Madison County, VA",2017,13218,Estimate,County
"Madison County, VA",2018,13198,Estimate,County
"Madison County, VA",2019,13213,Estimate,County
"Madison County, VA",2020,13312,Estimate,County
"Mathews County, VA",2015,8833,Estimate,County
"Mathews County, VA",2016,8781,Estimate,County
"Mathews County, VA",2017,8704,Estimate,County
"Mathews County, VA",2018,8766,Estimate,County
"Mathews County, VA",2019,8782,Estimate,County
"Mathews County, VA",2020,8766,Estimate,County
"Mecklenburg County, VA",2015,30934,Estimate,County
"Mecklenburg County, VA",2016,30815,Estimate,County
"Mecklenburg County, VA",2017,30705,Estimate,County
"Mecklenburg County, VA",2018,30707,Estimate,County
"Mecklenburg County, VA",2019,30723,Estimate,County
"Mecklenburg County, VA",2020,30679,Estimate,County
"Middlesex County, VA",2015,10683,Estimate,County
"Middlesex County, VA",2016,10750,Estimate,County
"Middlesex County, VA",2017,10614,Estimate,County
"Middlesex County, VA",2018,10717,Estimate,County
"Middlesex County, VA",2019,10561,Estimate,County
"Middlesex County, VA",2020,10569,Estimate,County
"Montgomery County, VA",2015,97427,Estimate,County
"Montgomery County, VA",2016,98302,Estimate,County
"Montgomery County, VA",2017,98230,Estimate,County
"Montgomery County, VA",2018,98681,Estimate,County
"Montgomery County, VA",2019,98872,Estimate,County
"Montgomery County, VA",2020,98391,Estimate,County
"Nelson County, VA",2015,14764,Estimate,County
"Nelson County, VA",2016,14802,Estimate,County
"Nelson County, VA",2017,14800,Estimate,County
"Nelson County, VA",2018,14836,Estimate,County
"Nelson County, VA",2019,14867,Estimate,County
"Nelson County, VA",2020,14755,Estimate,County
"New Kent County, VA",2015,20382,Estimate,County
"New Kent County, VA",2016,21015,Estimate,County
"New Kent County, VA",2017,21629,Estimate,County
"New Kent County, VA",2018,22275,Estimate,County
"New Kent County, VA",2019,22984,Estimate,County
"New Kent County, VA",2020,23648,Estimate,County
"Northampton County, VA",2015,12073,Estimate,County
"Northampton County, VA",2016,12003,Estimate,County
"Northampton County, VA",2017,11867,Estimate,County
"Northampton County, VA",2018,11789,Estimate,County
"Northampton County, VA",2019,11800,Estimate,County
"Northampton County, VA",2020,11673,Estimate,County
"Northumberland County, VA",2015,12243,Estimate,County
"Northumberland County, VA",2016,12174,Estimate,County
"Northumberland County, VA",2017,12270,Estimate,County
"Northumberland County, VA",2018,12172,Estimate,County
"Northumberland County, VA",2019,12069,Estimate,County
"Northumberland County, VA",2020,12069,Estimate,County
"Nottoway County, VA",2015,15613,Estimate,County
"Nottoway County, VA",2016,15502,Estimate,County
"Nottoway County, VA",2017,15439,Estimate,County
"Nottoway County, VA",2018,15381,Estimate,County
"Nottoway County, VA",2019,15206,Estimate,County
"Nottoway County, VA",2020,15160,Estimate,County
"Orange County, VA",2015,35173,Estimate,County
"Orange County, VA",2016,35369,Estimate,County
"Orange County, VA",2017,35882,Estimate,County
"Orange County, VA",2018,36620,Estimate,County
"Orange County, VA",2019,36941,Estimate,County
"Orange County, VA",2020,37695,Estimate,County
"Page County, VA",2015,23667,Estimate,County
"Page County, VA",2016,23633,Estimate,County
"Page County, VA",2017,23801,Estimate,County
"Page County, VA",2018,24005,Estimate,County
"Page County, VA",2019,23937,Estimate,County
"Page County, VA",2020,23933,Estimate,County
"Patrick County, VA",2015,17972,Estimate,County
"Patrick County, VA",2016,17830,Estimate,County
"Patrick County, VA",2017,17727,Estimate,County
"Patrick County, VA",2018,17659,Estimate,County
"Patrick County, VA",2019,17592,Estimate,County
"Patrick County, VA",2020,17493,Estimate,County
"Pittsylvania County, VA",2015,62027,Estimate,County
"Pittsylvania County, VA",2016,61744,Estimate,County
"Pittsylvania County, VA",2017,61334,Estimate,County
"Pittsylvania County, VA",2018,60938,Estimate,County
"Pittsylvania County, VA",2019,60470,Estimate,County
"Pittsylvania County, VA",2020,59850,Estimate,County
"Powhatan County, VA",2015,28068,Estimate,County
"Powhatan County, VA",2016,28463,Estimate,County
"Powhatan County, VA",2017,28722,Estimate,County
"Powhatan County, VA",2018,29199,Estimate,County
"Powhatan County, VA",2019,29734,Estimate,County
"Powhatan County, VA",2020,30148,Estimate,County
"Prince Edward County, VA",2015,23139,Estimate,County
"Prince Edward County, VA",2016,23049,Estimate,County
"Prince Edward County, VA",2017,22698,Estimate,County
"Prince Edward County, VA",2018,22879,Estimate,County
"Prince Edward County, VA",2019,22827,Estimate,County
"Prince Edward County, VA",2020,23006,Estimate,County
"Prince George County, VA",2015,38306,Estimate,County
"Prince George County, VA",2016,38026,Estimate,County
"Prince George County, VA",2017,38049,Estimate,County
"Prince George County, VA",2018,38170,Estimate,County
"Prince George County, VA",2019,38528,Estimate,County
"Prince George County, VA",2020,38686,Estimate,County
"Prince William County, VA",2015,451242,Estimate,County
"Prince William County, VA",2016,456805,Estimate,County
"Prince William County, VA",2017,463400,Estimate,County
"Prince William County, VA",2018,466658,Estimate,County
"Prince William County, VA",2019,471774,Estimate,County
"Prince William County, VA",2020,475533,Estimate,County
"Pulaski County, VA",2015,34357,Estimate,County
"Pulaski County, VA",2016,34268,Estimate,County
"Pulaski County, VA",2017,34255,Estimate,County
"Pulaski County, VA",2018,34097,Estimate,County
"Pulaski County, VA",2019,34009,Estimate,County
"Pulaski County, VA",2020,33935,Estimate,County
"Rappahannock County, VA",2015,7409,Estimate,County
"Rappahannock County, VA",2016,7384,Estimate,County
"Rappahannock County, VA",2017,7409,Estimate,County
"Rappahannock County, VA",2018,7373,Estimate,County
"Rappahannock County, VA",2019,7372,Estimate,County
"Rappahannock County, VA",2020,7260,Estimate,County
"Richmond County, VA",2015,8779,Estimate,County
"Richmond County, VA",2016,8755,Estimate,County
"Richmond County, VA",2017,8882,Estimate,County
"Richmond County, VA",2018,8982,Estimate,County
"Richmond County, VA",2019,9066,Estimate,County
"Richmond County, VA",2020,9071,Estimate,County
"Roanoke County, VA",2015,93439,Estimate,County
"Roanoke County, VA",2016,93520,Estimate,County
"Roanoke County, VA",2017,93900,Estimate,County
"Roanoke County, VA",2018,94161,Estimate,County
"Roanoke County, VA",2019,94423,Estimate,County
"Roanoke County, VA",2020,94509,Estimate,County
"Rockbridge County, VA",2015,22410,Estimate,County
"Rockbridge County, VA",2016,22467,Estimate,County
"Rockbridge County, VA",2017,22736,Estimate,County
"Rockbridge County, VA",2018,22904,Estimate,County
"Rockbridge County, VA",2019,22774,Estimate,County
"Rockbridge County, VA",2020,22757,Estimate,County
"Rockingham County, VA",2015,78469,Estimate,County
"Rockingham County, VA",2016,79401,Estimate,County
"Rockingham County, VA",2017,80448,Estimate,County
"Rockingham County, VA",2018,81353,Estimate,County
"Rockingham County, VA",2019,82140,Estimate,County
"Rockingham County, VA",2020,82346,Estimate,County
"Russell County, VA",2015,27863,Estimate,County
"Russell County, VA",2016,27423,Estimate,County
"Russell County, VA",2017,27054,Estimate,County
"Russell County, VA",2018,26820,Estimate,County
"Russell County, VA",2019,26739,Estimate,County
"Russell County, VA",2020,26647,Estimate,County
"Scott County, VA",2015,22298,Estimate,County
"Scott County, VA",2016,22070,Estimate,County
"Scott County, VA",2017,21897,Estimate,County
"Scott County, VA",2018,21631,Estimate,County
